IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
172.65.84.28,4,1,0.75,235.63,0.00
172.64.108.28,4,1,0.75,235.65,0.00
172.64.174.28,4,1,0.75,235.68,0.00
172.65.43.28,4,1,0.75,235.86,0.00
104.27.61.28,4,1,0.75,235.87,0.00
104.27.53.28,4,1,0.75,236.03,0.00
104.24.168.28,4,1,0.75,236.06,0.00
172.65.35.28,4,1,0.75,236.19,0.00
172.67.192.28,4,1,0.75,236.23,0.00
104.28.111.28,4,1,0.75,236.23,0.00
172.65.217.28,4,1,0.75,236.28,0.00
172.65.20.28,4,1,0.75,236.34,0.00
172.65.255.28,4,1,0.75,236.50,0.00
104.21.127.28,4,1,0.75,236.51,0.00
104.31.188.28,4,1,0.75,236.51,0.00
104.27.45.28,4,1,0.75,236.52,0.00
172.65.144.28,4,1,0.75,236.53,0.00
104.24.32.28,4,1,0.75,236.54,0.00
172.65.5.28,4,1,0.75,236.57,0.00
172.65.182.28,4,1,0.75,236.65,0.00
172.67.171.28,4,1,0.75,236.68,0.00
172.65.219.28,4,1,0.75,236.71,0.00
172.67.213.28,4,1,0.75,236.74,0.00
104.24.143.28,4,1,0.75,236.84,0.00
104.25.109.28,4,1,0.75,236.87,0.00
104.31.132.28,4,1,0.75,236.92,0.00
104.27.76.28,4,1,0.75,237.03,0.00
172.65.233.28,4,1,0.75,237.06,0.00
172.65.230.28,4,1,0.75,237.06,0.00
172.65.235.28,4,1,0.75,237.06,0.00
104.31.153.28,4,1,0.75,237.09,0.00
172.64.175.28,4,1,0.75,237.16,0.00
104.28.67.28,4,1,0.75,237.25,0.00
172.67.31.28,4,1,0.75,237.28,0.00
104.19.136.28,4,1,0.75,237.32,0.00
104.31.174.28,4,1,0.75,237.39,0.00
104.18.136.28,4,1,0.75,237.40,0.00
104.25.104.28,4,1,0.75,237.51,0.00
104.31.208.28,4,1,0.75,237.65,0.00
104.20.196.28,4,1,0.75,237.66,0.00
172.65.189.28,4,1,0.75,237.76,0.00
104.20.248.28,4,1,0.75,237.79,0.00
104.31.189.28,4,1,0.75,237.80,0.00
104.31.130.28,4,1,0.75,237.81,0.00
172.65.254.28,4,1,0.75,237.84,0.00
172.64.169.28,4,1,0.75,237.85,0.00
104.24.141.28,4,1,0.75,237.88,0.00
104.31.88.28,4,1,0.75,237.89,0.00
172.67.119.28,4,1,0.75,237.91,0.00
172.64.141.28,4,1,0.75,237.94,0.00
104.31.217.28,4,1,0.75,238.03,0.00
172.67.172.28,4,1,0.75,238.03,0.00
172.67.121.28,4,1,0.75,238.13,0.00
104.27.96.28,4,1,0.75,238.15,0.00
172.65.192.28,4,1,0.75,238.21,0.00
172.65.196.28,4,1,0.75,238.25,0.00
104.31.147.28,4,1,0.75,238.25,0.00
172.65.152.28,4,1,0.75,238.38,0.00
104.21.41.28,4,1,0.75,238.46,0.00
104.28.113.28,4,1,0.75,238.58,0.00
104.31.211.28,4,1,0.75,238.60,0.00
104.25.187.28,4,1,0.75,238.61,0.00
104.31.157.28,4,1,0.75,238.69,0.00
172.65.206.28,4,1,0.75,238.72,0.00
104.25.24.28,4,1,0.75,238.78,0.00
104.25.206.28,4,1,0.75,238.86,0.00
172.65.141.28,4,1,0.75,238.88,0.00
172.64.100.28,4,1,0.75,238.99,0.00
104.31.213.28,4,1,0.75,239.02,0.00
104.31.218.28,4,1,0.75,239.03,0.00
172.65.252.28,4,1,0.75,239.04,0.00
172.67.209.28,4,1,0.75,239.12,0.00
172.65.12.28,4,1,0.75,239.15,0.00
104.31.196.28,4,1,0.75,239.19,0.00
172.67.20.28,4,1,0.75,239.21,0.00
172.65.121.28,4,1,0.75,239.29,0.00
172.65.209.28,4,1,0.75,239.31,0.00
172.67.191.28,4,1,0.75,239.43,0.00
104.28.56.28,4,1,0.75,239.45,0.00
172.64.111.28,4,1,0.75,239.48,0.00
172.67.18.28,4,1,0.75,239.52,0.00
104.31.182.28,4,1,0.75,239.56,0.00
172.67.216.28,4,1,0.75,239.66,0.00
172.64.134.28,4,1,0.75,239.68,0.00
172.64.110.28,4,1,0.75,239.82,0.00
172.67.215.28,4,1,0.75,239.82,0.00
172.65.145.28,4,1,0.75,239.84,0.00
104.24.176.28,4,1,0.75,239.85,0.00
172.65.139.28,4,1,0.75,239.88,0.00
172.64.36.28,4,1,0.75,239.89,0.00
172.65.153.28,4,1,0.75,239.90,0.00
172.67.219.28,4,1,0.75,239.95,0.00
172.65.164.28,4,1,0.75,239.96,0.00
104.20.141.28,4,1,0.75,239.98,0.00
172.65.244.28,4,1,0.75,239.98,0.00
172.64.103.28,4,1,0.75,239.99,0.00
172.64.97.28,4,1,0.75,239.99,0.00
172.65.159.28,4,1,0.75,240.01,0.00
172.65.126.28,4,1,0.75,240.06,0.00
172.65.201.28,4,1,0.75,240.09,0.00
104.31.92.28,4,1,0.75,240.10,0.00
172.65.160.28,4,1,0.75,240.15,0.00
172.67.14.28,4,1,0.75,240.21,0.00
104.31.154.28,4,1,0.75,240.24,0.00
172.64.81.28,4,1,0.75,240.26,0.00
172.65.173.28,4,1,0.75,240.29,0.00
104.21.110.28,4,1,0.75,240.31,0.00
172.65.81.28,4,1,0.75,240.32,0.00
172.64.167.28,4,1,0.75,240.32,0.00
172.67.63.28,4,1,0.75,240.38,0.00
172.67.12.28,4,1,0.75,240.52,0.00
104.31.143.28,4,1,0.75,240.61,0.00
104.31.142.28,4,1,0.75,240.61,0.00
104.31.141.28,4,1,0.75,240.61,0.00
172.65.169.28,4,1,0.75,240.62,0.00
172.65.128.28,4,1,0.75,240.68,0.00
172.65.168.28,4,1,0.75,240.70,0.00
104.31.202.28,4,1,0.75,240.70,0.00
104.25.100.28,4,1,0.75,240.72,0.00
172.64.130.28,4,1,0.75,240.78,0.00
172.65.221.28,4,1,0.75,240.82,0.00
104.31.150.28,4,1,0.75,240.87,0.00
172.67.103.28,4,1,0.75,240.87,0.00
172.64.168.28,4,1,0.75,240.90,0.00
104.31.159.28,4,1,0.75,240.91,0.00
104.25.248.28,4,1,0.75,240.92,0.00
104.31.186.28,4,1,0.75,240.94,0.00
172.67.13.28,4,1,0.75,240.98,0.00
172.65.175.28,4,1,0.75,240.98,0.00
172.65.176.28,4,1,0.75,240.98,0.00
172.65.232.28,4,1,0.75,241.00,0.00
172.65.157.28,4,1,0.75,241.01,0.00
172.65.242.28,4,1,0.75,241.02,0.00
172.65.239.28,4,1,0.75,241.02,0.00
172.65.251.28,4,1,0.75,241.04,0.00
104.31.219.28,4,1,0.75,241.07,0.00
104.27.188.28,4,1,0.75,241.11,0.00
104.23.126.28,4,1,0.75,241.13,0.00
172.65.190.28,4,1,0.75,241.21,0.00
172.67.26.28,4,1,0.75,241.25,0.00
104.31.148.28,4,1,0.75,241.29,0.00
172.67.6.28,4,1,0.75,241.50,0.00
172.64.94.28,4,1,0.75,241.56,0.00
172.64.133.28,4,1,0.75,241.62,0.00
172.67.35.28,4,1,0.75,241.66,0.00
162.159.252.28,4,1,0.75,241.66,0.00
172.65.218.28,4,1,0.75,241.85,0.00
104.20.150.28,4,1,0.75,242.01,0.00
104.20.153.28,4,1,0.75,242.01,0.00
172.65.193.28,4,1,0.75,242.30,0.00
172.65.131.28,4,1,0.75,242.31,0.00
104.20.182.28,4,1,0.75,242.31,0.00
104.21.1.28,4,1,0.75,242.32,0.00
172.65.34.28,4,1,0.75,242.33,0.00
172.65.129.28,4,1,0.75,242.33,0.00
172.65.149.28,4,1,0.75,242.37,0.00
172.65.150.28,4,1,0.75,242.37,0.00
104.31.214.28,4,1,0.75,242.46,0.00
172.67.184.28,4,1,0.75,242.53,0.00
172.65.125.28,4,1,0.75,242.59,0.00
104.27.0.28,4,1,0.75,242.60,0.00
172.64.129.28,4,1,0.75,242.61,0.00
104.24.173.28,4,1,0.75,242.63,0.00
162.159.241.28,4,1,0.75,242.66,0.00
104.31.168.28,4,1,0.75,242.68,0.00
104.31.169.28,4,1,0.75,242.68,0.00
172.64.132.28,4,1,0.75,242.68,0.00
104.24.138.28,4,1,0.75,242.69,0.00
172.64.164.28,4,1,0.75,242.80,0.00
172.65.148.28,4,1,0.75,242.90,0.00
104.21.7.28,4,1,0.75,242.97,0.00
172.65.212.28,4,1,0.75,243.13,0.00
104.31.191.28,4,1,0.75,243.14,0.00
172.65.245.28,4,1,0.75,243.30,0.00
104.23.136.28,4,1,0.75,243.57,0.00
104.31.239.28,4,1,0.75,243.65,0.00
162.159.220.28,4,1,0.75,243.66,0.00
104.28.140.28,4,1,0.75,243.72,0.00
104.24.2.28,4,1,0.75,243.76,0.00
104.23.132.28,4,1,0.75,243.88,0.00
104.25.249.28,4,1,0.75,243.90,0.00
104.20.241.28,4,1,0.75,243.98,0.00
172.65.158.28,4,1,0.75,244.05,0.00
104.28.136.28,4,1,0.75,244.10,0.00
172.65.36.28,4,1,0.75,244.12,0.00
172.65.210.28,4,1,0.75,244.13,0.00
172.65.208.28,4,1,0.75,244.13,0.00
104.31.187.28,4,1,0.75,244.14,0.00
104.22.51.28,4,1,0.75,244.30,0.00
172.65.177.28,4,1,0.75,244.39,0.00
104.21.72.28,4,1,0.75,244.41,0.00
172.65.236.28,4,1,0.75,244.48,0.00
104.22.29.28,4,1,0.75,244.51,0.00
104.28.30.28,4,1,0.75,244.61,0.00
104.24.62.28,4,1,0.75,244.62,0.00
104.22.35.28,4,1,0.75,244.73,0.00
172.67.108.28,4,1,0.75,244.77,0.00
172.65.127.28,4,1,0.75,244.90,0.00
104.31.75.28,4,1,0.75,244.93,0.00
104.25.33.28,4,1,0.75,245.10,0.00
172.65.205.28,4,1,0.75,245.12,0.00
172.65.204.28,4,1,0.75,245.12,0.00
104.31.185.28,4,1,0.75,245.13,0.00
172.64.162.28,4,1,0.75,245.16,0.00
172.65.31.28,4,1,0.75,245.27,0.00
172.64.137.28,4,1,0.75,245.32,0.00
172.65.180.28,4,1,0.75,245.39,0.00
104.21.29.28,4,1,0.75,245.65,0.00
104.31.224.28,4,1,0.75,245.67,0.00
104.31.223.28,4,1,0.75,245.67,0.00
172.65.207.28,4,1,0.75,245.72,0.00
172.65.227.28,4,1,0.75,245.79,0.00
172.65.124.28,4,1,0.75,245.92,0.00
104.24.25.28,4,1,0.75,245.99,0.00
104.25.162.28,4,1,0.75,246.13,0.00
104.25.165.28,4,1,0.75,246.13,0.00
172.65.130.28,4,1,0.75,246.13,0.00
104.25.252.28,4,1,0.75,246.15,0.00
172.64.160.28,4,1,0.75,246.20,0.00
172.65.155.28,4,1,0.75,246.21,0.00
104.31.200.28,4,1,0.75,246.22,0.00
104.31.135.28,4,1,0.75,246.26,0.00
172.64.138.28,4,1,0.75,246.32,0.00
172.64.139.28,4,1,0.75,246.32,0.00
104.16.29.28,4,1,0.75,246.32,0.00
104.27.167.28,4,1,0.75,246.48,0.00
104.27.30.28,4,1,0.75,246.60,0.00
104.31.79.28,4,1,0.75,246.64,0.00
172.65.250.28,4,1,0.75,246.85,0.00
104.31.71.28,4,1,0.75,246.88,0.00
104.31.76.28,4,1,0.75,246.91,0.00
104.25.223.28,4,1,0.75,246.94,0.00
172.65.171.28,4,1,0.75,246.94,0.00
104.28.31.28,4,1,0.75,247.12,0.00
172.64.128.28,4,1,0.75,247.17,0.00
104.22.5.28,4,1,0.75,247.18,0.00
104.20.149.28,4,1,0.75,247.32,0.00
104.28.197.28,4,1,0.75,247.39,0.00
104.25.7.28,4,1,0.75,247.40,0.00
104.21.59.28,4,1,0.75,247.53,0.00
104.31.206.28,4,1,0.75,247.74,0.00
104.20.97.28,4,1,0.75,247.78,0.00
172.65.237.28,4,1,0.75,247.80,0.00
172.65.122.28,4,1,0.75,248.03,0.00
104.20.127.28,4,1,0.75,248.04,0.00
104.25.138.28,4,1,0.75,248.18,0.00
104.21.89.28,4,1,0.75,248.26,0.00
172.67.61.28,4,1,0.75,248.84,0.00
104.24.65.28,4,1,0.75,249.00,0.00
104.24.22.28,4,1,0.75,249.25,0.00
104.31.81.28,4,1,0.75,249.28,0.00
172.67.0.28,4,1,0.75,249.31,0.00
172.65.28.28,4,1,0.75,249.35,0.00
172.65.40.28,4,1,0.75,249.46,0.00
104.25.121.28,4,1,0.75,249.62,0.00
104.31.158.28,4,1,0.75,249.63,0.00
104.31.177.28,4,1,0.75,249.64,0.00
104.24.160.28,4,1,0.75,249.64,0.00
104.25.145.28,4,1,0.75,250.28,0.00
172.65.39.28,4,1,0.75,250.49,0.00
172.67.23.28,4,1,0.75,250.81,0.00
104.31.199.28,4,1,0.75,251.16,0.00
104.27.186.28,4,1,0.75,251.63,0.00
172.67.94.28,4,1,0.75,251.77,0.00
104.28.63.28,4,1,0.75,251.83,0.00
104.25.49.28,4,1,0.75,251.92,0.00
104.24.193.28,4,1,0.75,251.99,0.00
104.20.81.28,4,1,0.75,252.00,0.00
172.67.200.28,4,1,0.75,252.03,0.00
104.27.151.28,4,1,0.75,252.39,0.00
104.20.80.28,4,1,0.75,252.60,0.00
104.24.18.28,4,1,0.75,252.60,0.00
104.31.85.28,4,1,0.75,252.65,0.00
172.67.231.28,4,1,0.75,252.77,0.00
172.65.146.28,4,1,0.75,252.90,0.00
104.28.58.28,4,1,0.75,253.03,0.00
172.64.109.28,4,1,0.75,253.09,0.00
104.31.173.28,4,1,0.75,253.09,0.00
104.21.116.28,4,1,0.75,253.27,0.00
104.24.165.28,4,1,0.75,253.71,0.00
104.31.82.28,4,1,0.75,253.92,0.00
104.18.37.28,4,1,0.75,254.06,0.00
104.31.179.28,4,1,0.75,254.11,0.00
172.64.85.28,4,1,0.75,254.27,0.00
104.28.191.28,4,1,0.75,254.35,0.00
104.31.172.28,4,1,0.75,254.60,0.00
104.27.164.28,4,1,0.75,254.78,0.00
104.18.168.28,4,1,0.75,255.20,0.00
172.65.133.28,4,1,0.75,255.55,0.00
172.67.59.28,4,1,0.75,255.90,0.00
104.28.22.28,4,1,0.75,256.29,0.00
172.67.24.28,4,1,0.75,256.39,0.00
172.64.142.28,4,1,0.75,256.51,0.00
104.25.173.28,4,1,0.75,256.81,0.00
104.25.56.28,4,1,0.75,257.25,0.00
172.64.131.28,4,1,0.75,257.40,0.00
104.21.106.28,4,1,0.75,257.53,0.00
172.65.114.28,4,1,0.75,258.06,0.00
172.65.115.28,4,1,0.75,258.06,0.00
104.21.24.28,4,1,0.75,259.19,0.00
104.28.114.28,4,1,0.75,259.19,0.00
104.22.68.28,4,1,0.75,259.32,0.00
104.31.210.28,4,1,0.75,260.42,0.00
104.31.236.28,4,1,0.75,260.50,0.00
104.21.34.28,4,1,0.75,260.60,0.00
104.21.55.28,4,1,0.75,260.83,0.00
104.27.160.28,4,1,0.75,261.28,0.00
104.20.29.28,4,1,0.75,261.68,0.00
104.25.12.28,4,1,0.75,261.74,0.00
104.27.159.28,4,1,0.75,262.28,0.00
104.22.64.28,4,1,0.75,262.31,0.00
104.20.22.28,4,1,0.75,262.91,0.00
104.28.125.28,4,1,0.75,262.96,0.00
104.28.196.28,4,1,0.75,263.98,0.00
104.25.163.28,4,1,0.75,264.71,0.00
104.28.120.28,4,1,0.75,265.27,0.00
104.25.164.28,4,1,0.75,266.08,0.00
104.27.11.28,4,1,0.75,266.64,0.00
104.21.50.28,4,1,0.75,267.09,0.00
172.65.229.28,4,1,0.75,270.08,0.00
104.28.15.28,4,1,0.75,270.28,0.00
162.159.135.28,4,1,0.75,270.47,0.00
104.28.235.28,4,1,0.75,271.58,0.00
104.28.52.28,4,1,0.75,272.01,0.00
104.19.196.28,4,1,0.75,272.20,0.00
104.28.51.28,4,1,0.75,273.25,0.00
104.28.6.28,4,1,0.75,273.27,0.00
104.20.236.28,4,1,0.75,273.64,0.00
104.18.50.28,4,1,0.75,278.25,0.00
104.27.55.28,4,1,0.75,279.01,0.00
104.25.155.28,4,1,0.75,279.74,0.00
104.28.239.28,4,1,0.75,279.75,0.00
104.18.20.28,4,1,0.75,281.88,0.00
104.22.17.28,4,1,0.75,283.08,0.00
104.27.33.28,4,1,0.75,283.38,0.00
104.27.124.28,4,1,0.75,284.32,0.00
104.25.69.28,4,1,0.75,284.47,0.00
162.159.219.28,4,1,0.75,284.95,0.00
104.20.144.28,4,1,0.75,285.25,0.00
104.25.63.28,4,1,0.75,285.72,0.00
104.25.52.28,4,1,0.75,286.35,0.00
104.22.32.28,4,1,0.75,286.45,0.00
104.23.111.28,4,1,0.75,286.76,0.00
104.27.23.28,4,1,0.75,287.70,0.00
104.25.46.28,4,1,0.75,290.70,0.00
104.16.20.28,4,1,0.75,309.35,0.00
162.159.209.28,4,1,0.75,309.48,0.00
104.27.75.28,4,1,0.75,310.26,0.00
104.21.219.28,4,1,0.75,328.64,0.00
104.25.22.28,4,1,0.75,349.14,0.00
104.25.250.28,4,1,0.75,349.67,0.00
104.27.112.28,4,1,0.75,366.25,0.00
104.25.244.28,4,1,0.75,377.58,0.00
104.24.188.28,4,1,0.75,384.50,0.00
104.21.220.28,4,1,0.75,387.80,0.00
104.27.180.28,4,1,0.75,404.84,0.00
104.24.218.28,4,1,0.75,424.14,0.00
104.27.104.28,4,1,0.75,435.22,0.00
104.25.203.28,4,1,0.75,446.64,0.00
104.27.149.28,4,1,0.75,447.60,0.00
104.27.102.28,4,1,0.75,466.68,0.00
162.159.237.28,4,1,0.75,500.15,0.00
104.22.78.28,4,1,0.75,504.64,0.00
104.27.97.28,4,1,0.75,522.27,0.00
104.25.178.28,4,1,0.75,539.29,0.00
